,Name,Smiles
1240,Decitabine,NC1=NC(=O)N(C=N1)C2CC(O)C(CO)O2
1241,Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@@](C5)(Cn6cncn6)c7ccc(F)cc7F)cc4
1242,Darunavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)[S](=O)(=O)c4ccc(N)cc4
1243,Telbivudine,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
1245,Paliperidone,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1
1246,Sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C
1251,Varenicline,C1NC[C@H]2C[C@@H]1c3cc4nccnc4cc23
1252,Arformoterol,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
1253,Hydralazine,NNc1nncc2ccccc12
1256,Pramlintide,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3[nH]cnc3)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc7ccc(O)cc7)C(N)=O
1258,Nelarabine,COc1nc(N)nc2n(cnc12)C3O[C@H](CO)[C@@H](O)[C@@H]3O
1260,Carbetocin,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O
1261,Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(O)=O)c1
1262,Tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N7CCC[C@H]7C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N9CCC[C@H]9C(O)=O
1264,Fenoterol,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2
1265,Glisoxepide,Cc1onc(c1)C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NN3CCCCCC3
1266,Pirbuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
1267,Bismuth subsalicylate,O[Bi]1OC(=O)C2=CC=CC=C2O1
1268,Bevantolol,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
1269,Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
1270,Practolol,CC(C)NC[C@H](O)COc1ccc(NC(C)=O)cc1
1271,Sulfacytine,CCN1C=CC(=NC1=O)N[S](=O)(=O)c2ccc(N)cc2
1272,Sulfadoxine,COc1ncnc(N[S](=O)(=O)c2ccc(N)cc2)c1OC
1273,Rolitetracycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCN5CCCC5)C1=O
1274,Oxtriphylline,CN1C(=O)N(C)c2[n-]cnc2C1=O.C[N+](C)(C)CCO
1275,Insulin aspart,CC[C@H](C)[C@H](NC(=O)CN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(O)=O.CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3[nH]cnc3)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4[nH]cnc4)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc5ccccc5)C(C)C)C(C)C)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](Cc8ccccc8)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(O)=O
1278,Fosamprenavir,CC(C)CN(C[C@@H](O[P](O)(O)=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)[S](=O)(=O)c3ccc(N)cc3
1279,Fosphenytoin,O[P](O)(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3
1280,Josamycin,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)OC(C)=O
1281,Kava,COC1=CC(=O)OC(C1)\C=C\C2=CCCC=C2
1283,Polythiazide,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O
1284,Quinethazone,CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O
1285,Cefamandole,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O
1286,Cefazolin,[Na+].Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C([O-])=O)nn1
1287,Cefonicid,OC(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C[S](O)(=O)=O)c4ccccc4
1288,Cefoperazone,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O
1289,Cefotetan,CO[C@]1(NC(=O)C2S\C(S2)=C(\C(N)=O)C(O)=O)[C@H]3SCC(=C(N3C1=O)C(O)=O)CSc4nnnn4C
1290,Cefoxitin,CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O
1291,Ceftizoxime,CO/N=C(C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)/c3csc(N)n3
1292,Cefradine,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(O)=O
1293,Metocurine,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5
1294,Pancuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
1295,Pipecuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(C)=O)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6
1296,Vecuronium,[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(C)=O)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6
1297,Cilazapril,O.CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(O)=O
1299,Forasartan,CCCCc1nn(Cc2ccc(nc2)c3ccccc3c4n[nH]nn4)c(CCCC)n1
1301,Potassium cation,[K+]
1302,Quinidine barbiturate,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C
1303,Saprisartan,CCc1nc(C2CC2)c(n1Cc3ccc4oc(c(Br)c4c3)c5ccccc5N[S](=O)(=O)C(F)(F)F)C(N)=O
1304,Spirapril,CCOC(=O)[C@H](CCc1ccccc1)NC(C)C(=O)N2CC3(CC2C(O)=O)SCCS3
1305,Tasosartan,Cc1nc(C)c2CCC(=O)N(Cc3ccc(cc3)c4ccccc4c5n[nH]nn5)c2n1
1306,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
1307,Aprobarbital,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O
1308,Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O
1309,Heptabarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2
1310,Hexobarbital,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2
1311,Lithium cation,[Li+]
1312,Mestranol,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1
1313,Penbutolol,CC(C)(C)NC[C@@H](O)COc1ccccc1C2CCCC2
1314,Iohexol,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
1316,Ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1
1317,Mephentermine,CNC(C)(C)Cc1ccccc1
1318,Procaterol,CCC(NC(C)C)C(O)c1ccc(O)c2NC(=O)C=Cc12
1319,Rasagiline,C#CCN[C@@H]1CCc2ccccc12
1320,Quinupristin,CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)C3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)[C@H](Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8.CCN(CC)CC[S](=O)(=O)[C@@H]9CCN%10[C@H]9C(=O)O[C@H](C(C)C)[C@H](C)\C=C/C(=O)NC/C=C\C(=C/[C@@H](O)CC(=O)Cc%11occ(n%11)C%10=O)C
1321,Aluminium,[AlH2]
1322,Calcium,[CaH2]
1323,Aluminium monostearate,[AlH2+].CCCCCCCCCCCCCCCCCC([O-])=O
1324,Magnesium oxide,O=[Mg]
1325,Magnesium cation,[Mg++]
1326,Cortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
1328,Glymidine,COCCOc1cnc(N[S](=O)(=O)c2ccccc2)nc1
1329,Paramethasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
1330,Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2[nH]c3ccccc3n2)CCc4cc(F)ccc4[C@@H]1C(C)C
1331,Sodium bicarbonate,[Na+].OC([O-])=O
1332,Yohimbine,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
1333,Bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O
1334,Colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O
1335,Drospirenone,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7
1336,Digitoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@@H](CC[C@]67O)C8=CC(=O)OC8)C4
1337,Magnesium salicylate,[Mg++].Oc1ccccc1C([O-])=O.Oc2ccccc2C([O-])=O
1338,Salsalate,OC(=O)c1ccccc1OC(=O)c2ccccc2O
1339,Neostigmine,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
1340,Choline magnesium trisalicylate,[Mg++].C[N+](C)(C)CCO.Oc1ccccc1C([O-])=O.Oc2ccccc2C([O-])=O.Oc3ccccc3C([O-])=O
1341,Methotrimeprazine,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
1343,Temafloxacin,CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)c4ccc(F)cc4F
1344,Danazol,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C
1345,Clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
1346,Bambuterol,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C
1347,Tiotropium,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
1348,Ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)C6CCCCC6
1349,Pranlukast,O.O=C(Nc1cccc2C(=O)C=C(Oc12)c3n[nH]nn3)c4ccc(OCCCCc5ccccc5)cc4
1350,Theobromine,Cn1cnc2N(C)C(=O)NC(=O)c12
1351,Cefepime,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[N+]3(C)CCCC3)/c4csc(N)n4
1352,Cefacetrile,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC#N)C2=O)C(O)=O
1353,Ceftibuten,O.O.Nc1scc(n1)\C(=C\CC(O)=O)C(=O)N[C@H]2[C@H]3SCC=C(N3C2=O)C(O)=O
1354,Cefpodoxime,[Na+].COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c3csc(N)n3)C2=O)C([O-])=O
1355,Acenocoumarol,CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)C2=C(O)Oc3ccccc3C2=O
1356,Antrafenine,FC(F)(F)c1cccc(c1)N2CCN(CCOC(=O)c3ccccc3Nc4ccnc5cc(ccc45)C(F)(F)F)CC2
1357,Testosterone propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1358,Paromomycin,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@H](N)[C@@H](O)[C@@H]1O
1359,Nitroxoline,Oc1ccc(c2cccnc12)[N+]([O-])=O
1360,Stepronin,CC(SC(=O)c1sccc1)C(=O)NCC(O)=O
1361,Aminophenazone,NC1C=Cc2nc3ccccc3nc2C1=O
1362,Alizapride,COc1cc2n[nH]nc2cc1C(=O)NCC3CCCN3CC=C
1363,Ajmaline,CCC1C(O)N2C3CC1C4C(O)C5(CC24)C3N(C)c6ccccc56
1364,Amrinone,NC1=CC(=CNC1=O)c2ccncc2
1365,Oxybenzone,COc1ccc(c(O)c1)C(=O)c2ccccc2
1366,Aprindine,CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3
1367,Almitrine,Fc1ccc(cc1)C(N2CCN(CC2)c3nc(NCC=C)nc(NCC=C)n3)c4ccc(F)cc4
1368,Allylestrenol,OC(CC=C)[C@]12CC[C@@H]3[C@H]4CCCCC4CC[C@H]3[C@@H]1CC=C2
1370,Methadyl acetate,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
1371,19-norandrostenedione,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O
1372,Antipyrine,CN1N(C(=O)C=C1C)c2ccccc2
1373,Alfacalcidol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C
1374,Glutethimide,CCC1(CCC(=O)NC1=O)c2ccccc2
1375,Phenazopyridine,Nc1ccc(N=Nc2ccccc2)c(N)n1
1376,3-Methylthiofentanyl,CCC(=O)N(C1CCN(CCc2sccc2)CC1C)c3ccccc3
1377,gamma-Hydroxybutyric acid,OCCCC(O)=O
1378,"5-Methoxy-N,N-diisopropyltryptamine",COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1
1379,MMDA,COc1cc(CC(C)N)cc2OCOc12
1380,19-Nor-5-androstenedione,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)CC3=CC[C@@]21[H]
1381,Dimethylthiambutene,CC(C=C(c1sccc1)c2sccc2)N(C)C
1382,Bufotenine,CN(C)CCc1c[nH]c2ccc(O)cc12
1383,Indopan,CC(N)Cc1c[nH]c2ccccc12
1384,4-Methylaminorex,CC1N=C(N)OC1C1=CC=CC=C1
1386,Dihydroetorphine,CCC[C@@](C)(O)[C@H]1C[C@]23CC[C@]1(OC)[C@@H]4Oc5c(O)ccc6C[C@H]2N(C)CC[C@@]34c56
1387,1-Androstenedione,C[C@]12CC[C@H]3[C@@H](CCC4CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
1388,Diamorphine,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35
1389,Beta-hydroxyfentanyl,CCC(=O)N(C1CCN(CC1)CC(O)c2ccccc2)c3ccccc3
1390,Midomafetamine,CNC(C)CC1=CC2=C(OCO2)C=C1
1391,19-Nor-5-androstenediol,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)CC3=CC[C@@]21[H]
1392,5-androstenedione,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@]34C)[C@@H]1CCC2=O
1393,"2,5-Dimethoxy-4-(n)-propylthiophenethylamine",CCCSC1=CC(OC)=C(CCN)C=C1OC
1394,Bezitramide,CCC(=O)N1C(=O)N(C2CCN(CC2)CCC(C#N)(c3ccccc3)c4ccccc4)c5ccccc15
1395,Diethyltryptamine,CCN(CC)CCc1c[nH]c2ccccc12
1396,Dimenoxadol,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c2ccccc2
1397,Etonitazene,CCOc1ccc(Cc2nc3cc(ccc3n2CCN(CC)CC)[N+]([O-])=O)cc1
1398,Fencamfamin,CCNC1C2CCC(C2)C1c3ccccc3
1399,Furethidine,CCOC(=O)C1(CCN(CCOCC2CCCO2)CC1)c3ccccc3
1400,"2,5-Dimethoxyamphetamine",COc1ccc(OC)c(CC(C)N)c1
1401,Ethylmorphine,CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
1402,"2,5-Dimethoxy-4-ethylamphetamine",CCc1cc(OC)c(CC(C)N)cc1OC
1403,Ethylmethylthiambutene,CCN(C)C(C)C=C(c1sccc1)c2sccc2
1404,Acetorphine,CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]4Oc5c(OC(C)=O)ccc6CC2N(C)CCC34c56
1405,alpha-methylthiofentanyl,CCC(=O)N(C1CCN(CC1)C(C)Cc2sccc2)c3ccccc3
1406,Bolasterone,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@]4(C)O)[C@H]13
1407,4-Methoxyamphetamine,COc1ccc(CC(C)N)cc1
1408,Betaprodine,CCC(=O)OC1(CCN(C)CC1C)c2ccccc2
1409,"17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene",C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1410,Dioxaphetyl butyrate,CCOC(=O)C(CCN1CCOCC1)(c2ccccc2)c3ccccc3
1411,Haloxazolam,Fc1ccccc1C23OCCN2CC(=O)Nc4ccc(Br)cc34
1412,Codeine methylbromide,[Br-].COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CC[N+]3(C)C
1413,Desmethylprodine,CCC(=O)OC1(CCN(C)CC1)c2ccccc2
1414,BA-2664,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1415,Cyprenorphine,COC12C=CC3(CC1C(C)(C)O)[C@@H]4Cc5ccc(O)c6O[C@H]2[C@@]3(CCN4CC7CC7)c56
1416,1-Testosterone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C
1417,Fenethylline,[H+].[Cl-].CC(Cc1ccccc1)NCCn2cnc3N(C)C(=O)N(C)C(=O)c23
1418,Barbital,CCC1(CC)C(=O)NC(=O)NC1=O
1419,"4-Bromo-2,5-dimethoxyamphetamine",COc1cc(CC(C)N)c(OC)cc1Br
1420,4-Hydroxytestosterone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C
1421,Cathine,C[C@H](N)[C@@H](O)c1ccccc1
1422,Embutramide,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1
1423,Dimethyltryptamine,CN(C)CCc1c[nH]c2ccccc12
1424,Camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c3cc(Cl)ccc3N(C)C1=O
1425,Aminorex,NC1=NCC(O1)c2ccccc2
1426,Dipipanone,CCC(=O)C(CC(C)N1CCCCC1)(c2ccccc2)c3ccccc3
1427,Ethylestrenol,CCC(O)[C@]12CC[C@@H]3[C@H]4CCCCC4CC[C@H]3[C@@H]1CC=C2
1428,Chloral betaine,C[N+](C)(C)CC([O-])=O.OC(O)C(Cl)(Cl)Cl
1429,Dichloralphenazone,CN1N(C(=O)C=C1C)c2ccccc2.OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl
1430,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",FC(F)(F)c1ccccc1c2oc(CC3C(=O)NC(=S)NC3=O)cc2
1431,Etorphine,CCCC(C)(O)C1CC23C=CC1(OC)C4Oc5c(O)ccc6CC2N(C)CCC34c56
1432,Alphamethadol,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2
1433,Alphameprodine,CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)c2ccccc2
1434,Oxabolone,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CCC34)[C@@H]1CC[C@@H]2O
1435,Difenoxin,OC(=O)C1(CCN(CC1)CCC(C#N)(c2ccccc2)c3ccccc3)c4ccccc4
1436,Diampromide,CCC(=O)N(CC(C)N(C)CCc1ccccc1)c2ccccc2
1437,1-Androstenediol,C[C@]12CC[C@H]3[C@@H](CCC4C[C@@H](O)C=C[C@]34C)[C@@H]1CC[C@@H]2O
1438,Etoxeridine,CCOC(=O)C1(CCN(CCOCCO)CC1)c2ccccc2
1439,1-Phenylcyclohexylamine,NC1(CCCCC1)c2ccccc2
1440,Tenamfetamine,CC(N)Cc1ccc2OCOc2c1
1442,Delorazepam,Clc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1
1443,Hydromorphinol,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CC[C@@H]4O)c35
1444,"17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane",[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C
1445,Furazabol,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nonc5C[C@]4(C)[C@H]3CC[C@]12C
1446,Benzoylecgonine,CN1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(O)=O
1447,"3,4,5-Trimethoxyamphetamine",COc1cc(CC(C)N)cc(OC)c1OC
1448,Benzethidine,CCOC(=O)C1(CCN(CCOCc2ccccc2)CC1)c3ccccc3
1449,Tenocyclidine,C1CCN(CC1)C2(CCCCC2)c3sccc3
1450,Clostebol,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
1451,Betacetylmethadol,CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2
1452,Clonitazene,CCN(CC)CCn1c(Cc2ccc(Cl)cc2)nc3cc(ccc13)[N+]([O-])=O
1453,Androstenediol,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O
